title,rating,score,vote,type,director,writter,duration,release date,release country,location,reviews,storyline,budget,Opening weekend USA,gross,Cumulate Worldwide Gross,runtime,sound Mix,Color,Aspect Ratio 
Baby,8.0,xxx,53.349,Action; Thrille,Neeraj Pandey,Neeraj Pandey,2h 39min,23 January ,015 (India,New Delhi; Delhi; India,236,"The country is perpetually under threat from terrorist powers and the common man walks unaware of the threats and the attacks that our Government controls and prevents. While the common Indian fights for everyday issues, there are deeper and bigger threats to him and his family that he will never know exist because it is the men and women in uniform that safeguard them. The men and women who put country before self, the men and women who define our history because they give a damn! Ajay (played by Akshay Kumar) is one such officer who is part of an elite team chosen from amongst the best in the Forces to form a covert Counter Intelligence Unit. In the course of foiling one terrorist attack bid, Ajay discovers a major threat to our nation - a plan to cause damage and strike fear at the heart of our very existence. The plot is masterminded by a maniacal leader whose organization has its tentacles spread across the world. As days progress, the unit goes through escalating challenges with...",xxx,xxx,xxx,xxx,159 min,xxx,xxx,xxx
La La Land,8.0,94,518.687,Comedy; Drama;,Damien Chazelle,Damien Chazelle,2h 8min,25 January ,017 (France,Los Angeles; California; USA,1921,"Aspiring actress serves lattes to movie stars in between auditions and jazz musician Sebastian scrapes by playing cocktail-party gigs in dingy bars. But as success mounts, they are faced with decisions that fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",xxx,xxx,xxx,xxx,128 min,"Dolby Digital
| DTS
(DTS: X)| Dolby Atmos",Color,2.55 : 1
Lion,8.0,69,218.940,Biography; Dram,Garth Davis,Saroo Brierley,1h 58min,22 February,2017 (France,Hobart; Tasmania; Australia,590,"In 1986, Saroo was a five-year-old child in India of a poor but happy rural family. On a trip with his brother, Saroo soon finds himself alone and trapped in a moving decommissioned passenger train that takes him to Calcutta, 1000 miles away from home. Now totally lost in an alien urban environment and too young to identify either himself or his home to the authorities, Saroo struggles to survive as a street child until he is sent to an orphanage. Soon, Saroo is selected to be adopted by the Brierley family in Tasmania, where he grows up in a loving, prosperous home. However, for all his material good fortune, Saroo finds himself plagued by his memories of his lost family in his adulthood and tries to search for them even as his guilt drives him to hide this quest from his adoptive parents and his girlfriend. Only when he has an epiphany does he realize not only the answers he needs, but also the steadfast love that he has always had with all his loved ones in both worlds.",xxx,xxx,xxx,xxx,118 min,Dolby Atmos,Color,2.39 : 1
Seul sur Mars,8.0,80,774.138,Adventure; Dram,Ridley Scott,Drew Goddard,2h 24min,21 October ,015 (France,Hungary,1402,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive. Millions of miles away, NASA and a team of international scientists work tirelessly to bring ""the Martian"" home, while his crewmates concurrently plot a daring, if not impossible, rescue mission. As these stories of incredible bravery unfold, the world comes together to root for Watney's safe return.",xxx,xxx,xxx,xxx,144 min,"Dolby Digital
| Dolby Atmos
| Dolby Surround 7.1
| Datasat
| SDDS
| Auro 11.1",Color,2.39 : 1
Ankhon Dekhi,8.0,xxx,10.469,Comedy; Drama,Rajat Kapoor,Rajat Kapoor,1h 47min,21 March 20,4 (India,See more,86,"Raje Bauji (Sanjay Mishra) is a man in his late fifties, living out a dreary but eventful life in a small house in old Delhi- where he lives with his extended family. A random incident is going to change his life in a dramatic way- though he does not realize at the moment. Bauji's daughter has been seeing a boy of ill repute. When that fact is revealed to the family, after much deliberation they decide to do the obvious- lock up the girl and go beat the willful boy. It is a funny old journey of this man, this old fool- who is both Lear and the fool.",xxx,xxx,xxx,xxx,107 min,xxx,xxx,xxx
L'idiot !,8.0,83,12.421,Crime; Drama; T,Yuriy Bykov,Yuriy Bykov,1h 56min,18 November,2015 (France,Tula; Tula Oblast; Russia,28,"The Fool is a movie about a simple plumber. An honest man, he is up against an entire system of corrupted bureaucrats. At stake are the lives of 800 inhabitants of an old dorm that is at risk of collapsing within the span of the night. Dima Nikitin is a simple and honest guy, a foreman of a repair team at a provincial housing service. Nothing really makes him stand out among the rest. It's only the unusual combination of honesty and integrity that makes others perceive him as somewhat weird.In the little town there is a notorious dorm, inhabited mainly by drunkards and outcasts. One night the pipes burst at the dorm. After arriving at the scene, Nikitin discovers that things are way more serious - the building will not stand through the night. People need to be evacuated immediately. Fighting the red tape, Nikitin sets off on a night Odyssey around the town authorities.",xxx,xxx,xxx,xxx,116 min,xxx,xxx,xxx
Manjhi: The Mountain Man,8.0,xxx,18.010,Adventure; Biog,Ketan Mehta,Shahzad Ahmed,2h,21 August 2,15 (India,New Delhi; Delhi; India,85,"Dashrath Manjhi was a poor man from the lowest of the low castes, living in a remote village cut off from the world by a rocky mountain range. Life for him was a daily struggle for survival. He loved his wife, Phaguniya, beyond belief. One day, while climbing the mountain to bring him food, his wife slipped, fell and died. Overwhelmed by grief, Dashrath decided to carve out a path through the mountain, so that no one else would suffer his fate. For 22 years, all by himself, with just a hammer and a chisel, he hammered away at the rocks, till the path was carved out from the mountain.",xxx,xxx,xxx,xxx,120 min,xxx,xxx,xxx
Memories,8.0,xxx,6.295,Mystery; Thrill,Jeethu Joseph,Jeethu Joseph,2h 12min,9 August 20,3 (India,See more,23,"Sam Alex, a drunkard ex-cop, is forced to investigate a series of murders which are committed in the same pattern. His search leads to a serial killer, and something more than what he expected.",xxx,xxx,xxx,xxx,132 min,xxx,xxx,xxx
Zootopie,8.0,78,443.173,Animation; Adve,Byron Howard,Byron Howard,1h 48min,17 February,2016 (France,Walt Disney Feature Animation - 500 S. Buena Vista Street; Burbank; California; USA,774,"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde, a wily fox who makes her job even harder.",xxx,xxx,xxx,xxx,108 min,"Datasat
| Dolby Atmos
| Dolby Surround 7.1
| Dolby Digital",Color,2.39 : 1
Manam,8.0,xxx,10.147,Comedy; Drama;,Vikram K. Kumar,Harshavardhan,2h 43min,23 May 2014,(India,See more,33,Radha (Naga Chaitanya) and Krishna (Samantha) are a married couple with a kid Bittu in early 1980's. They die in an accident. Bittu (Nagarjuna) grows up and happens to see reincarnation of his father and his mother as youngsters. The rest of the story is all about how Bittu tries to unite these two youngsters. And there is another twist in the tale for which you must watch the movie on the big screen!,xxx,xxx,xxx,xxx,163 min,xxx,xxx,xxx
Mumbai Police,8.0,xxx,6.025,Crime; Mystery;,Roshan Andrews,Bobby,2h 25min,3 May 2013 ,USA,xxx,28,"ACP Antony is the only one who knows the truth behind ACP Aaryan's murder. Antony meets with an accident, losing his memory and is unable to reveal the killer. He is forced to investigate the murder again hoping that he remembers something.",xxx,xxx,xxx,xxx,145 min,xxx,xxx,xxx
Ugly,8.0,xxx,20.495,Crime; Drama; M,Anurag Kashyap,Akhilesh Jaiswal,2h 8min,26 December,2014 (India,Mumbai; Maharashtra; India,121,"The film portrays the kidnapping of a little girl of 10, who is out with her father for the day. Her parents are divorced and her stepfather (a cop) steps in for the investigation. The suicidal mother has an ax to grind with both her ex-husband and her current husband. As the investigation proceeds, the characters are placed in sordid scenarios that reveal their unsavory sides; the mind games between the both the fathers in particular lend the procedural its most gripping drama as everyone else is getting greedy and ugly not caring about the kidnapped girl.",xxx,xxx,xxx,xxx,128 min,xxx,xxx,xxx
La légende de Baahubali: 1ère partie,8.0,xxx,104.683,Action; Drama,S.S. Rajamouli,Vijayendra Prasad,2h 39min,8 June 2016,(France,Ramoji Film City; Hyderabad; Telangana; India,532,"When Sanga and her husband, part of a tribe living around the province of Mahismathi, save a drowning infant, little do they know the background of the infant or what the future holds for him. The kid grows up to as Shivudu, a free-spirit wanting to explore the mountains and in the process learns of his roots and then realizes the whole purpose of his life and ends up confronting the mighty Bhallala Deva!",xxx,xxx,xxx,xxx,159 min,"Dolby Surround 7.1
| Dolby Atmos
| Dolby Digital
| DTS-Stereo
| Dolby Atmos
(RCA Sound Recording)","Color
(ACES)",2.35 : 1
Pizza,8.0,xxx,7.088,Horror; Thrille,Karthik Subbaraj,Prasad Ramar,2h 7min,19 October ,012 (India,Thirukumaran Entertainment,10,"Michael (Vijay Sethupathi) lives with girlfriend Anu (Ramya Nambeeshan) and works as a deliveryman at a pizzeria. One day, Anu announces that she is pregnant and he is faced with a dilemma. They decide to marry and save up for a big bash later. But during a routine delivery one day, the pizza crumbles...",xxx,xxx,xxx,xxx,127 min,xxx,xxx,xxx
Le conte de la princesse Kaguya,8.0,89,40.325,Animation; Adve,Isao Takahata,Isao Takahata,2h 17min,25 June 201, (France,xxx,145,"An old man makes a living by selling bamboo. One day, he finds a princess in a bamboo. The princess is only the size of a finger. Her name is Kaguya. When Kaguya grows up, 5 men from prestigious families propose to her. Kaguya asks the men to find memorable marriage gifts for her, but the 5 men are unable to find what Kaguya wants. Then, the Emperor of Japan proposes to her.",xxx,xxx,xxx,xxx,137 min,or,Ratio: 1.85 : 1,xxx
Wonder,8.0,66,146.701,Drama; Family,Stephen Chbosky,Stephen Chbosky,1h 53min,20 December,2017 (France,Heritage Woods Secondary School; Port Moody; British Columbia; Canada,528,"Based on the New York Times bestseller, WONDER tells the incredibly inspiring and heartwarming story of August Pullman. Born with facial differences that, up until now, have prevented him from going to a mainstream school, Auggie becomes the most unlikely of heroes when he enters the local fifth grade. As his family, his new classmates, and the larger community all struggle to discover their compassion and acceptance, Auggie's extraordinary journey will unite them all and prove you can't blend in when you were born to stand out.",xxx,xxx,xxx,xxx,113 min,"Dolby Atmos
| Dolby Digital
| Dolby Surround 7.1",Color,2.39 : 1
Gully Boy,8.0,65,33.031,Drama; Music; R,Zoya Akhtar,Zoya Akhtar,2h 34min,14 February,2019 (France,Mumbai; Maharashtra; India,477,"""Gully Boy"" is a film about a 22-year-old boy ""Murad"" from a ghetto in Mumbai, India. The son of a driver, his parents worked hard to get him educated so that he could have a white collar job. Meanwhile, Murad realizes his calling to be a rapper. Authentic Hip Hop in India is a recent phenomenon and like anywhere else in the world, is rising from the streets. Art is a distant dream for the colonized poor of India and this story is about Murad's journey from realizing his love for rap and chasing his dream to inadvertently transcending his class. The film showcases street rap from the crevices of Mumbai's by lanes. The poetry is conscious of the city's socio-economic fabric and highlights the challenges faced by the disenfranchised youth in the minority population.",xxx,xxx,xxx,xxx,154 min,or,Ratio: 2.35 : 1,xxx
